,value,Target,taxa,CAZy.ID,pathway_completeness_abundance,pathway_capacity
26826,3.2.1.31,Heparan Sulfate,Bifidobacterium adolescentis,GH30,1,5.563837622076889
26827,3.2.1.31,Heparan Sulfate,Geobacillus sp.,GH30,1,3.64830473035353
26828,3.2.1.31,Heparan Sulfate,Bacteroides vulgatus,GH30,1,5.9811943271971
26829,3.2.1.31,Heparan Sulfate,Sanguibacter keddieii,GH2,1,2.85570130833601
26830,3.2.1.31,Heparan Sulfate,Bacteroides fragilis,GH2,1,5.3304405525083
26831,3.2.1.31,Heparan Sulfate,Beutenbergia cavernae,GH2,1,2.7427122192020805
26832,3.2.1.31,Heparan Sulfate,Propionibacterium freudenreichii,GH2,1,3.7468680293962207
26833,3.2.1.31,Heparan Sulfate,Faecalibacterium prausnitzii,GH2,1,5.70310455655676
26834,3.2.1.31,Heparan Sulfate,Streptococcus thermophilus,GH2,1,3.2381812750938703
26835,3.2.1.31,Heparan Sulfate,Bacteroides thetaiotaomicron,GH2,1,5.668359111645381
26836,3.2.1.31,Heparan Sulfate,Kribbella flavida,GH2,1,2.57475751184268
26837,3.2.1.31,Heparan Sulfate,Bacteroides xylanisolvens,GH2,1,5.75584866860618
26838,3.2.1.31,Heparan Sulfate,Shigella sonnei,GH2,1,4.50932433034907
26839,3.2.1.31,Heparan Sulfate,Erwinia pyrifoliae,GH2,1,2.91797680755935
26840,3.2.1.31,Heparan Sulfate,Bacteroides thetaiotaomicron,GH2,1,5.668359111645381
26841,3.2.1.31,Heparan Sulfate,Gardnerella vaginalis,GH2,1,3.8284941859351003
26842,3.2.1.31,Heparan Sulfate,Streptomyces griseus,GH2,1,2.6881320451680497
26843,3.2.1.31,Heparan Sulfate,Agrobacterium vitis,GH2,1,2.8615005231949704
26844,3.2.1.31,Heparan Sulfate,Klebsiella pneumoniae,GH2,1,3.52749946072475
26845,3.2.1.31,Heparan Sulfate,Rhizobium leguminosarum,GH1,1,2.7656644968592
26846,3.2.1.31,Heparan Sulfate,Pantoea ananatis,GH1,1,3.1966861500677997
26847,3.2.1.31,Heparan Sulfate,Bradyrhizobium sp.,GH1,1,2.9197171442817904
26848,3.2.1.31,Heparan Sulfate,Caulobacter segnis,GH1,1,2.1633704778562097
26849,3.2.1.31,Heparan Sulfate,Bifidobacterium animalis,GH1,1,4.3260319423846205
26850,3.2.1.31,Heparan Sulfate,Lactococcus lactis,GH1,1,4.5353188775982005
26851,3.2.1.31,Heparan Sulfate,Clostridium beijerinckii,GH1,1,4.1721923270502295
26852,3.2.1.31,Heparan Sulfate,Gordonia bronchialis,GH1,1,2.6022915175148
26853,3.2.1.31,Heparan Sulfate,Pseudothermotoga lettingae,GH1,1,2.00306092804824
26854,3.2.1.31,Heparan Sulfate,Bacillus halodurans,GH1,1,3.3823162016370296
26855,3.2.1.31,Heparan Sulfate,Bacillus subtilis,GH1,1,3.0206492310500597
26856,3.2.1.31,Heparan Sulfate,Shewanella woodyi,GH1,1,2.15812736761105
26857,3.2.1.31,Heparan Sulfate,Clostridium beijerinckii,GH1,1,4.1721923270502295
26858,3.2.1.31,Heparan Sulfate,Anaerococcus prevotii,GH1,1,3.5784568430054504
26859,3.2.1.31,Heparan Sulfate,Pectobacterium carotovorum,GH1,1,3.14644261114384
26860,3.2.1.31,Heparan Sulfate,Paenibacillus polymyxa,GH1,1,3.72719395517451
26861,3.2.1.31,Heparan Sulfate,Ruminiclostridium cellulolyticum,GH2,1,4.26150962751106
26862,3.2.1.31,Heparan Sulfate,Escherichia coli,GH2,1,4.951896640835541
26863,3.2.1.31,Heparan Sulfate,Bacteroides fragilis,GH2,1,5.3304405525083
26864,3.2.1.31,Heparan Sulfate,Escherichia coli,GH2,1,4.951896640835541
26865,3.2.1.31,Heparan Sulfate,Yersinia pseudotuberculosis,GH2,1,3.27182073326526
26866,3.2.1.31,Heparan Sulfate,Roseiflexus sp.,GH2,1,2.09240583754019
26867,3.2.1.31,Heparan Sulfate,Mesoplasma florum,GH1,1,3.52674967225101
26868,3.2.1.31,Heparan Sulfate,Streptococcus pneumoniae,GH1,1,3.8980096134335898
26869,3.2.1.31,Heparan Sulfate,Rhizobium leguminosarum,GH1,1,2.7656644968592
26870,3.2.1.31,Heparan Sulfate,Streptomyces coelicolor,GH1,1,1.75848197891152
26871,3.2.1.31,Heparan Sulfate,Raoultella planticola,GH2,0,0.8632531219269579
26872,3.2.1.31,Heparan Sulfate,Shigella boydii,GH2,1,4.46740066481724
26873,3.2.1.31,Heparan Sulfate,Bacteroides fragilis,GH2,1,5.3304405525083
26874,3.2.1.31,Heparan Sulfate,Pediococcus pentosaceus,GH1,1,3.7004506767350094
26875,3.2.1.31,Heparan Sulfate,Halothermothrix orenii,GH2,1,3.3295968544417596
26876,3.2.1.31,Heparan Sulfate,Rhizobium etli,GH2,1,2.8013917811185403
26877,3.2.1.31,Heparan Sulfate,Bifidobacterium dentium,GH2,1,4.76672559141973
26878,3.2.1.31,Heparan Sulfate,Sinorhizobium fredii,GH2,1,2.8532250659416802
26879,3.2.1.31,Heparan Sulfate,Xanthomonas campestris,GH2,1,2.8363215345072503
26880,3.2.1.31,Heparan Sulfate,Escherichia coli,GH1,1,4.951896640835541
26881,3.2.1.31,Heparan Sulfate,Enterococcus faecalis,GH1,1,4.49339211643988
26882,3.2.1.31,Heparan Sulfate,Streptococcus pneumoniae,GH1,1,3.8980096134335898
26883,3.2.1.31,Heparan Sulfate,Clostridioides difficile,GH1,1,5.0399653062844
26884,3.2.1.31,Heparan Sulfate,Shigella flexneri,GH2,1,4.38421820190403
26885,3.2.1.31,Heparan Sulfate,Geodermatophilus obscurus,GH30,1,2.6369269734985297
26886,3.2.1.31,Heparan Sulfate,Fibrobacter succinogenes,GH30,1,3.40359112339068
26887,3.2.1.31,Heparan Sulfate,Ruminiclostridium cellulolyticum,GH2,1,4.26150962751106
26888,3.2.1.31,Heparan Sulfate,Shigella flexneri,GH2,1,4.38421820190403
26889,3.2.1.31,Heparan Sulfate,Caldicellulosiruptor owensensis,GH2,1,3.1050775947591096
26890,3.2.1.31,Heparan Sulfate,Lachnoclostridium phytofermentans,GH2,1,4.4406206293143
26891,3.2.1.31,Heparan Sulfate,Chitinophaga pinensis,GH30,1,3.13218186064423
26892,3.2.1.31,Heparan Sulfate,Catenulispora acidiphila,GH30,1,2.8865341235953905
26893,3.2.1.31,Heparan Sulfate,Paenibacillus sp.,GH30,1,3.71630119162046
26894,3.2.1.31,Heparan Sulfate,Thermoanaerobacter mathranii,GH2,1,3.2122485161532794
26895,3.2.1.31,Heparan Sulfate,Teredinibacter turnerae,GH2,1,2.45569995384992
26896,3.2.1.31,Heparan Sulfate,Escherichia coli,GH2,1,4.951896640835541
26897,3.2.1.31,Heparan Sulfate,Parabacteroides distasonis,GH2,1,5.50032629968351
26898,3.2.1.31,Heparan Sulfate,Escherichia coli,GH2,1,4.951896640835541
26899,3.2.1.31,Heparan Sulfate,Psychromonas ingrahamii,GH2,1,2.82894393827167
26900,3.2.1.31,Heparan Sulfate,Thermotoga maritima,GH2,1,2.48195620100723
26901,3.2.1.31,Heparan Sulfate,Lactococcus lactis,GH2,1,4.5353188775982005
26902,3.2.1.31,Heparan Sulfate,Escherichia coli,GH2,1,4.951896640835541
26903,3.2.1.31,Heparan Sulfate,Streptococcus thermophilus,GH2,1,3.2381812750938703
26904,3.2.1.31,Heparan Sulfate,Chitinophaga pinensis,GH2,1,3.13218186064423
26905,3.2.1.31,Heparan Sulfate,Caldicellulosiruptor bescii,GH2,1,3.1257373908135895
26906,3.2.1.31,Heparan Sulfate,Frankia sp.,GH2,1,2.89027335739317
26907,3.2.1.31,Heparan Sulfate,Bacteroides fragilis,GH2,1,5.3304405525083
26908,3.2.1.31,Heparan Sulfate,Lactobacillus acidophilus,GH2,1,4.39104361631789
26909,3.2.1.31,Heparan Sulfate,Escherichia coli,GH2,1,4.951896640835541
26910,3.2.1.31,Heparan Sulfate,Pectobacterium carotovorum,GH1,1,3.14644261114384
26911,3.2.1.31,Heparan Sulfate,Streptococcus mitis,GH1,1,4.43215794895412
26912,3.2.1.31,Heparan Sulfate,Faecalibacterium prausnitzii,GH2,1,5.70310455655676
26913,3.2.1.31,Heparan Sulfate,Paludibacter propionicigenes,GH2,1,3.91016074253106
26914,3.2.1.31,Heparan Sulfate,Caldicellulosiruptor bescii,GH2,1,3.1257373908135895
26915,3.2.1.31,Heparan Sulfate,Chitinophaga pinensis,GH2,1,3.13218186064423
26916,3.2.1.31,Heparan Sulfate,Shigella boydii,GH2,1,4.46740066481724
26917,3.2.1.31,Heparan Sulfate,Escherichia coli,GH2,1,4.951896640835541
26918,3.2.1.31,Heparan Sulfate,Bacteroides thetaiotaomicron,GH2,1,5.668359111645381
26919,3.2.1.31,Heparan Sulfate,Escherichia coli,GH2,1,4.951896640835541
26920,3.2.1.31,Heparan Sulfate,Clavibacter michiganensis,GH2,1,3.01942261166098
26921,3.2.1.31,Heparan Sulfate,Sediminispirochaeta smaragdinae,GH2,1,4.1006158951343
26922,3.2.1.31,Heparan Sulfate,Slackia heliotrinireducens,GH2,1,4.06862103202238
26923,3.2.1.31,Heparan Sulfate,Solibacter usitatus,CBM57,1,3.6943821763069398
26924,3.2.1.31,Heparan Sulfate,Pedobacter heparinus,CBM57,1,3.5379439923201095
26925,3.2.1.31,Heparan Sulfate,Solibacter usitatus,CBM57,1,3.6943821763069398
26926,3.2.1.31,Heparan Sulfate,Saccharophagus degradans,CBM57,0,2.10550242228245
26927,3.2.1.31,Heparan Sulfate,Opitutus terrae,CBM57,1,2.84900016087073
26928,3.2.1.31,Heparan Sulfate,Enterobacter sp.,GH1,1,4.15664583602409
26929,3.2.1.31,Heparan Sulfate,Lactobacillus acidophilus,GH1,1,4.39104361631789
26930,3.2.1.31,Heparan Sulfate,Streptococcus equi,GH1,1,3.49121082104918
26931,3.2.1.31,Heparan Sulfate,Escherichia coli,GH1,1,4.951896640835541
26932,3.2.1.31,Heparan Sulfate,Caldicellulosiruptor hydrothermalis,GH2,1,3.0839060662181
26933,3.2.1.31,Heparan Sulfate,Klebsiella pneumoniae,GH2,1,3.52749946072475
26934,3.2.1.31,Heparan Sulfate,Stenotrophomonas maltophilia,GH2,1,2.8155649179837696
26935,3.2.1.31,Heparan Sulfate,Bacteroides fragilis,GH2,1,5.3304405525083
26936,3.2.1.31,Heparan Sulfate,Faecalibacterium prausnitzii,GH2,1,5.70310455655676
26937,3.2.1.31,Heparan Sulfate,Xanthomonas campestris,GH2,1,2.8363215345072503
26938,3.2.1.31,Heparan Sulfate,Opitutus terrae,GH2,1,2.84900016087073
26939,3.2.1.31,Heparan Sulfate,Bacteroides thetaiotaomicron,CBM57,1,5.668359111645381
26940,3.2.1.31,Heparan Sulfate,Teredinibacter turnerae,CBM57,1,2.45569995384992
26941,3.2.1.31,Heparan Sulfate,Leuconostoc mesenteroides,GH1,1,4.40393892545684
26942,3.2.1.31,Heparan Sulfate,Paenibacillus polymyxa,GH1,1,3.72719395517451
26943,3.2.1.31,Heparan Sulfate,Corynebacterium urealyticum,GH1,1,3.15668063005776
26944,3.2.1.31,Heparan Sulfate,Lactococcus lactis,GH1,1,4.5353188775982005
26945,3.2.1.31,Heparan Sulfate,Clostridioides difficile,GH1,1,5.0399653062844
26946,3.2.1.31,Heparan Sulfate,Edwardsiella tarda,GH1,1,3.1490097081871404
26947,3.2.1.31,Heparan Sulfate,Spirosoma linguale,CBM57,1,3.53504920678062
26948,3.2.1.31,Heparan Sulfate,Streptosporangium roseum,CBM57,1,2.7452359403686297
26949,3.2.1.31,Heparan Sulfate,Flavobacterium johnsoniae,CBM57,1,3.52515534105155
26950,3.2.1.31,Heparan Sulfate,Robiginitalea biformata,CBM57,1,3.29334646544948
26951,3.2.1.31,Heparan Sulfate,uncultured bacterium,GH1,1,4.00635846339548
26952,3.2.1.31,Heparan Sulfate,Ruminococcus sp.,GH1,1,5.5246742932207
26953,3.2.1.31,Heparan Sulfate,Coraliomargarita akajimensis,GH2,1,3.0183552613307403
26954,3.2.1.31,Heparan Sulfate,Klebsiella pneumoniae,GH2,1,3.52749946072475
26955,3.2.1.31,Heparan Sulfate,Escherichia coli,GH2,1,4.951896640835541
26956,3.2.1.31,Heparan Sulfate,Solibacter usitatus,GH2,1,3.6943821763069398
26957,3.2.1.31,Heparan Sulfate,Opitutus terrae,GH2,1,2.84900016087073
26958,3.2.1.31,Heparan Sulfate,Burkholderia pseudomallei,GH79,1,3.9321976701050496
26959,3.2.1.31,Heparan Sulfate,Myxococcus xanthus,GH1,1,3.04510264998944
26960,3.2.1.31,Heparan Sulfate,Streptococcus sanguinis,GH1,1,4.26066005904769
26961,3.2.1.31,Heparan Sulfate,Thermoanaerobacter pseudethanolicus,GH1,1,3.37065589369722
26962,3.2.1.31,Heparan Sulfate,Enterobacter lignolyticus,GH1,1,3.96898872706393
26963,3.2.1.31,Heparan Sulfate,Saccharophagus degradans,GH1,0,2.10550242228245
26964,3.2.1.31,Heparan Sulfate,Dickeya chrysanthemi,GH1,1,2.98593437565945
26965,3.2.1.31,Heparan Sulfate,Pseudomonas aeruginosa,GH1,1,3.2692748952840605
26966,3.2.1.31,Heparan Sulfate,Lactobacillus paracasei,GH1,1,4.03996324087402
26967,3.2.1.31,Heparan Sulfate,Caldicellulosiruptor hydrothermalis,GH1,1,3.0839060662181
26968,3.2.1.31,Heparan Sulfate,Clostridioides difficile,GH1,1,5.0399653062844
26969,3.2.1.31,Heparan Sulfate,Streptococcus equi,GH1,1,3.49121082104918
26970,3.2.1.31,Heparan Sulfate,Aliivibrio fischeri,GH1,1,2.14897601291706
26971,3.2.1.31,Heparan Sulfate,Paenarthrobacter aurescens,GH1,1,2.65457583669122
26972,3.2.1.31,Heparan Sulfate,Mycolicibacterium gilvum,GH1,1,2.4361892285611604
26973,3.2.1.31,Heparan Sulfate,Escherichia coli,GH1,1,4.951896640835541
26974,3.2.1.31,Heparan Sulfate,Saccharopolyspora erythraea,GH1,1,2.8299543305236
26975,3.2.1.31,Heparan Sulfate,Streptomyces scabiei,GH30,1,2.58395741874664
26976,3.2.1.31,Heparan Sulfate,Bifidobacterium breve,GH30,1,4.5510137115422005
26977,3.2.1.31,Heparan Sulfate,Paenibacillus polymyxa,GH30,1,3.72719395517451
26978,3.2.1.31,Heparan Sulfate,Dictyoglomus turgidum,GH2,1,2.6981981026454003
26979,3.2.1.31,Heparan Sulfate,Zunongwangia profunda,GH30,1,3.4931793177685697
26980,3.2.1.31,Heparan Sulfate,Thermoanaerobacter mathranii,GH1,1,3.2122485161532794
26981,3.2.1.31,Heparan Sulfate,Streptosporangium roseum,GH1,1,2.7452359403686297
26982,3.2.1.31,Heparan Sulfate,Brachyspira murdochii,GH1,1,2.97466827119699
26983,3.2.1.31,Heparan Sulfate,Clavibacter michiganensis,GH1,1,3.01942261166098
26984,3.2.1.31,Heparan Sulfate,Streptosporangium roseum,GH1,1,2.7452359403686297
26985,3.2.1.31,Heparan Sulfate,Mesoplasma florum,GH1,1,3.52674967225101
26986,3.2.1.31,Heparan Sulfate,Bacillus subtilis,GH1,1,3.0206492310500597
26987,3.2.1.31,Heparan Sulfate,Thermoanaerobacter mathranii,GH1,1,3.2122485161532794
26988,3.2.1.31,Heparan Sulfate,Lactococcus lactis,GH1,1,4.5353188775982005
26989,3.2.1.31,Heparan Sulfate,Deinococcus geothermalis,GH1,1,2.5287326529694303
26990,3.2.1.31,Heparan Sulfate,Bacillus pumilus,GH1,1,3.24867068188371
26991,3.2.1.31,Heparan Sulfate,Paludibacter propionicigenes,GH2,1,3.91016074253106
26992,3.2.1.31,Heparan Sulfate,Serratia sp.,GH2,0,0.546729220232559
26993,3.2.1.31,Heparan Sulfate,Escherichia coli,GH2,1,4.951896640835541
26994,3.2.1.31,Heparan Sulfate,Kyrpidia tusciae,GH2,1,2.87685739106407
26995,3.2.1.31,Heparan Sulfate,Sebaldella termitidis,GH2,1,2.8999787863234103
26996,3.2.1.31,Heparan Sulfate,Lactobacillus crispatus,GH1,1,3.9118347306094905
26997,3.2.1.31,Heparan Sulfate,Lactobacillus plantarum,GH1,1,3.4832886780958905
26998,3.2.1.31,Heparan Sulfate,Dickeya paradisiaca,GH1,1,3.0187193215555603
26999,3.2.1.31,Heparan Sulfate,Pediococcus pentosaceus,GH1,1,3.7004506767350094
27000,3.2.1.31,Heparan Sulfate,Bacillus cereus,GH1,1,3.0808679577612503
27001,3.2.1.31,Heparan Sulfate,Stackebrandtia nassauensis,GH1,1,2.7054078848331
27002,3.2.1.31,Heparan Sulfate,Rhodococcus erythropolis,GH1,1,4.01744103264997
27003,3.2.1.31,Heparan Sulfate,Streptococcus equi,GH1,1,3.49121082104918
27004,3.2.1.31,Heparan Sulfate,Mannheimia succiniciproducens,GH2,1,2.75452387816347
27005,3.2.1.31,Heparan Sulfate,Pedobacter heparinus,GH2,1,3.5379439923201095
27006,3.2.1.31,Heparan Sulfate,Streptococcus thermophilus,GH2,1,3.2381812750938703
27007,3.2.1.31,Heparan Sulfate,Clostridium cellulovorans,GH2,1,4.29596725530513
27008,3.2.1.31,Heparan Sulfate,Escherichia coli,GH2,1,4.951896640835541
27009,3.2.1.31,Heparan Sulfate,Caldicellulosiruptor obsidiansis,GH30,1,3.2322985078661604
27010,3.2.1.31,Heparan Sulfate,Streptomyces coelicolor,GH30,1,1.75848197891152
27011,3.2.1.31,Heparan Sulfate,Hungateiclostridium thermocellum,GH30,1,4.16124436304105
27012,3.2.1.31,Heparan Sulfate,Coprococcus sp.,GH2,1,5.41684591541027
27013,3.2.1.31,Heparan Sulfate,Bifidobacterium adolescentis,GH2,1,5.563837622076889
27014,3.2.1.31,Heparan Sulfate,Shigella boydii,GH2,1,4.46740066481724
27015,3.2.1.31,Heparan Sulfate,Bacteroides fragilis,GH2,1,5.3304405525083
27016,3.2.1.31,Heparan Sulfate,Escherichia coli,GH2,1,4.951896640835541
27017,3.2.1.31,Heparan Sulfate,Chitinophaga pinensis,GH2,1,3.13218186064423
27018,3.2.1.31,Heparan Sulfate,Alistipes shahii,GH2,1,5.50700483183818
27019,3.2.1.31,Heparan Sulfate,Serratia proteamaculans,GH2,1,3.23130925643518
27020,3.2.1.31,Heparan Sulfate,Eggerthella lenta,GH2,1,4.8402761048325
27021,3.2.1.31,Heparan Sulfate,Actinobacillus pleuropneumoniae,GH2,1,2.85455045251846
27022,3.2.1.31,Heparan Sulfate,Stenotrophomonas maltophilia,GH2,1,2.8155649179837696
27023,3.2.1.31,Heparan Sulfate,Geobacillus sp.,GH2,1,3.64830473035353
27024,3.2.1.31,Heparan Sulfate,Butyrivibrio fibrisolvens,GH2,1,4.0796753423388
27025,3.2.1.31,Heparan Sulfate,Streptomyces ambofaciens,GH2,1,2.5139691602838
27026,3.2.1.31,Heparan Sulfate,Bacteroides fragilis,GH2,1,5.3304405525083
27027,3.2.1.31,Heparan Sulfate,Enterobacter lignolyticus,GH2,1,3.96898872706393
27028,3.2.1.31,Heparan Sulfate,[Eubacterium] siraeum,GH2,1,5.238059667251901
27029,3.2.1.31,Heparan Sulfate,Bifidobacterium longum,GH2,1,5.04975962481765
27030,3.2.1.31,Heparan Sulfate,Bifidobacterium bifidum,GH2,1,5.0138339650387005
27031,3.2.1.31,Heparan Sulfate,Streptococcus thermophilus,GH2,1,3.2381812750938703
27032,3.2.1.31,Heparan Sulfate,Saccharopolyspora erythraea,GH2,1,2.8299543305236
27033,3.2.1.31,Heparan Sulfate,Koribacter versatilis,GH2,1,2.8713096971713297
27034,3.2.1.31,Heparan Sulfate,Flavobacterium johnsoniae,GH2,1,3.52515534105155
27035,3.2.1.31,Heparan Sulfate,Koribacter versatilis,GH2,1,2.8713096971713297
27036,3.2.1.31,Heparan Sulfate,Shigella flexneri,GH2,1,4.38421820190403
27037,3.2.1.31,Heparan Sulfate,Petrotoga mobilis,GH1,1,2.0601538666330304
27038,3.2.1.31,Heparan Sulfate,Lactobacillus paracasei,GH2,1,4.03996324087402
27039,3.2.1.31,Heparan Sulfate,Frankia sp.,GH1,1,2.89027335739317
27040,3.2.1.31,Heparan Sulfate,Marinomonas sp.,GH2,1,3.07545145861567
27041,3.2.1.31,Heparan Sulfate,[Eubacterium] rectale,GH2,1,5.645131414141621
27042,3.2.1.31,Heparan Sulfate,Roseburia intestinalis,GH2,1,5.494855325243269
27043,3.2.1.31,Heparan Sulfate,Bacillus megaterium,GH2,1,3.0927288703237497
27044,3.2.1.31,Heparan Sulfate,Cellvibrio japonicus,GH30,0,2.09748888537804
27045,3.2.1.31,Heparan Sulfate,Bifidobacterium dentium,GH30,1,4.76672559141973
27046,3.2.1.31,Heparan Sulfate,Leuconostoc citreum,GH1,1,3.62243653252206
27047,3.2.1.31,Heparan Sulfate,Butyrivibrio fibrisolvens,GH1,1,4.0796753423388
27048,3.2.1.31,Heparan Sulfate,Enterococcus faecium,GH1,1,2.8017616266510803
27049,3.2.1.31,Heparan Sulfate,Anaerococcus prevotii,GH1,1,3.5784568430054504
27050,3.2.1.31,Heparan Sulfate,Paenibacillus polymyxa,GH1,1,3.72719395517451
27051,3.2.1.31,Heparan Sulfate,Sinorhizobium medicae,GH1,1,2.84019845261457
27052,3.2.1.31,Heparan Sulfate,Pectobacterium carotovorum,GH1,1,3.14644261114384
27053,3.2.1.31,Heparan Sulfate,Pedobacter heparinus,GH1,1,3.5379439923201095
27054,3.2.1.31,Heparan Sulfate,Enterococcus faecalis,GH1,1,4.49339211643988
27055,3.2.1.31,Heparan Sulfate,Bacillus subtilis,GH1,1,3.0206492310500597
27056,3.2.1.31,Heparan Sulfate,Dickeya paradisiaca,GH1,1,3.0187193215555603
27057,3.2.1.31,Heparan Sulfate,[Eubacterium] rectale,GH1,1,5.645131414141621
27058,3.2.1.31,Heparan Sulfate,Klebsiella pneumoniae,GH1,1,3.52749946072475
27059,3.2.1.31,Heparan Sulfate,Paenibacillus polymyxa,GH1,1,3.72719395517451
27060,3.2.1.31,Heparan Sulfate,Dickeya dadantii,GH1,1,3.17305321355402
27061,3.2.1.31,Heparan Sulfate,Streptococcus dysgalactiae,GH1,1,3.64352502583433
27062,3.2.1.31,Heparan Sulfate,Staphylococcus aureus,GH1,1,3.2538166819417103
27063,3.2.1.31,Heparan Sulfate,Klebsiella aerogenes,GH1,0,1.98485379390648
27064,3.2.1.31,Heparan Sulfate,Streptococcus pyogenes,GH1,1,4.64590972834113
27065,3.2.1.31,Heparan Sulfate,Lactobacillus crispatus,GH1,1,3.9118347306094905
27066,3.2.1.31,Heparan Sulfate,Streptococcus uberis,GH1,1,4.2091536391304
27067,3.2.1.31,Heparan Sulfate,Shigella dysenteriae,GH1,1,4.38956589949009
27068,3.2.1.31,Heparan Sulfate,Thermoanaerobacter sp.,GH1,1,3.47184065730102
27069,3.2.1.31,Heparan Sulfate,Mycolicibacterium vanbaalenii,GH1,1,2.5287326529694303
27070,3.2.1.31,Heparan Sulfate,Lactobacillus crispatus,GH1,1,3.9118347306094905
27071,3.2.1.31,Heparan Sulfate,Clostridium cellulovorans,GH1,1,4.29596725530513
27072,3.2.1.31,Heparan Sulfate,Corynebacterium jeikeium,GH1,1,3.21056197532697
27073,3.2.1.31,Heparan Sulfate,Escherichia coli,GH1,1,4.951896640835541
27074,3.2.1.31,Heparan Sulfate,Staphylococcus aureus,GH1,1,3.2538166819417103
27075,3.2.1.31,Heparan Sulfate,Citrobacter koseri,GH1,1,4.49522342533549
27076,3.2.1.31,Heparan Sulfate,Streptococcus pyogenes,GH1,1,4.64590972834113
27077,3.2.1.31,Heparan Sulfate,Streptococcus sanguinis,GH1,1,4.26066005904769
27078,3.2.1.31,Heparan Sulfate,Rhodopseudomonas palustris,GH1,1,2.9869192115646803
27079,3.2.1.31,Heparan Sulfate,Escherichia coli,GH1,1,4.951896640835541
27080,3.2.1.31,Heparan Sulfate,Thermotoga maritima,GH2,1,2.48195620100723
27081,3.2.1.31,Heparan Sulfate,Streptococcus thermophilus,GH2,1,3.2381812750938703
27082,3.2.1.31,Heparan Sulfate,Histophilus somni,GH2,1,2.99060738070369
27083,3.2.1.31,Heparan Sulfate,Spirosoma linguale,GH2,1,3.53504920678062
27084,3.2.1.31,Heparan Sulfate,Streptococcus mitis,GH2,1,4.43215794895412
27085,3.2.1.31,Heparan Sulfate,Escherichia coli,GH1,1,4.951896640835541
27086,3.2.1.31,Heparan Sulfate,Lactobacillus plantarum,GH1,1,3.4832886780958905
27087,3.2.1.31,Heparan Sulfate,Phenylobacterium zucineum,GH1,1,2.8981166034901897
27088,3.2.1.31,Heparan Sulfate,Bradyrhizobium diazoefficiens,GH1,1,3.16683422685352
27089,3.2.1.31,Heparan Sulfate,Enterobacter sp.,GH1,1,4.15664583602409
27090,3.2.1.31,Heparan Sulfate,Klebsiella pneumoniae,GH1,1,3.52749946072475
27091,3.2.1.31,Heparan Sulfate,Streptococcus pyogenes,GH1,1,4.64590972834113
27092,3.2.1.31,Heparan Sulfate,Paludibacter propionicigenes,GH2,1,3.91016074253106
27093,3.2.1.31,Heparan Sulfate,Bifidobacterium dentium,GH2,1,4.76672559141973
27094,3.2.1.31,Heparan Sulfate,Salmonella arizonae,GH1,1,3.76920676611681
27095,3.2.1.31,Heparan Sulfate,Escherichia coli,GH1,1,4.951896640835541
27096,3.2.1.31,Heparan Sulfate,Escherichia coli,GH1,1,4.951896640835541
27097,3.2.1.31,Heparan Sulfate,Escherichia coli,GH1,1,4.951896640835541
27098,3.2.1.31,Heparan Sulfate,Clostridium beijerinckii,GH1,1,4.1721923270502295
27099,3.2.1.31,Heparan Sulfate,Halothermothrix orenii,GH1,1,3.3295968544417596
27100,3.2.1.31,Heparan Sulfate,Faecalibacterium prausnitzii,GH1,1,5.70310455655676
27101,3.2.1.31,Heparan Sulfate,Catenulispora acidiphila,GH1,1,2.8865341235953905
27102,3.2.1.31,Heparan Sulfate,Erwinia billingiae,GH1,1,3.2470376847152598
27103,3.2.1.31,Heparan Sulfate,Escherichia coli,GH2,1,4.951896640835541
27104,3.2.1.31,Heparan Sulfate,Akkermansia muciniphila,GH2,1,5.31745977923797
27105,3.2.1.31,Heparan Sulfate,Novosphingobium aromaticivorans,GH2,0,0.7665646972674259
27106,3.2.1.31,Heparan Sulfate,Agrobacterium vitis,GH2,1,2.8615005231949704
27107,3.2.1.31,Heparan Sulfate,Chitinophaga pinensis,GH2,1,3.13218186064423
27108,3.2.1.31,Heparan Sulfate,Lactobacillus plantarum,GH1,1,3.4832886780958905
27109,3.2.1.31,Heparan Sulfate,Mycoplasma penetrans,GH1,1,2.70794193384326
27110,3.2.1.31,Heparan Sulfate,Akkermansia muciniphila,GH2,1,5.31745977923797
27111,3.2.1.31,Heparan Sulfate,Opitutus terrae,GH2,1,2.84900016087073
27112,3.2.1.31,Heparan Sulfate,Koribacter versatilis,GH1,1,2.8713096971713297
27113,3.2.1.31,Heparan Sulfate,Lactococcus lactis,GH1,1,4.5353188775982005
27114,3.2.1.31,Heparan Sulfate,Stigmatella aurantiaca,GH1,1,2.8978496090872206
27115,3.2.1.31,Heparan Sulfate,Lactobacillus sakei,GH1,1,3.9063651650561
27116,3.2.1.31,Heparan Sulfate,Rhizobium leguminosarum,GH1,1,2.7656644968592
27117,3.2.1.31,Heparan Sulfate,Solibacter usitatus,GH2,1,3.6943821763069398
27118,3.2.1.31,Heparan Sulfate,Chitinophaga pinensis,GH2,1,3.13218186064423
27119,3.2.1.31,Heparan Sulfate,Enterococcus faecalis,GH1,1,4.49339211643988
27120,3.2.1.31,Heparan Sulfate,Clostridium cellulovorans,GH1,1,4.29596725530513
27121,3.2.1.31,Heparan Sulfate,Lactococcus lactis,GH1,1,4.5353188775982005
