,taxa,CAZy.ID,pathway_capacity,pathway_completeness_abundance
26172,Chloroflexus aurantiacus,GH1,1.34376341645328,1
26173,Lactococcus lactis,GH1,4.5353188775982005,1
26174,Enterobacter lignolyticus,GH1,3.96898872706393,1
26175,Streptococcus uberis,GH1,4.2091536391304,1
26176,Serratia proteamaculans,GH1,3.23130925643518,1
26177,Dictyoglomus thermophilum,GH1,2.5979890894941096,1
26178,Clostridium botulinum,GH1,4.05397480666556,1
26179,Bifidobacterium bifidum,GH2,5.0138339650387005,1
26180,Shigella boydii,GH1,4.46740066481724,1
26181,Escherichia coli,GH1,4.951896640835541,1
26182,Leuconostoc mesenteroides,GH1,4.40393892545684,1
26183,Escherichia coli,GH1,4.951896640835541,1
26184,Lactobacillus acidophilus,GH1,4.39104361631789,1
26185,Frankia inefficax,GH1,2.92194199410919,1
26186,Lactobacillus plantarum,GH1,3.4832886780958905,1
26187,Streptococcus pneumoniae,GH1,3.8980096134335898,1
26188,Listeria monocytogenes,GH1,2.65216206348982,1
26189,Zunongwangia profunda,GH1,3.4931793177685697,1
26190,Enterobacter sp.,GH1,4.15664583602409,1
26191,Streptomyces ambofaciens,GH1,2.5139691602838,1
26192,Clostridium acetobutylicum,GH1,1.97012823445052,0
26193,Stigmatella aurantiaca,GH1,2.897849609087221,1
26194,Thermomicrobium roseum,GH1,2.0286945113003,0
26195,Bacillus halodurans,GH1,3.3823162016370296,1
26196,Aliivibrio fischeri,GH1,2.14897601291706,1
26197,Clostridioides difficile,GH1,5.0399653062844,1
26198,Phenylobacterium zucineum,GH1,2.8981166034901897,1
26199,Maribacter sp.,GH2,3.44241628507443,1
26200,Xanthomonas campestris,GH2,2.8363215345072503,1
26201,Lactobacillus crispatus,GH1,3.9118347306094905,1
26202,Cronobacter sakazakii,GH1,3.66391710192657,1
26203,Magnetospirillum magneticum,GH1,2.98395455647644,1
26204,Exiguobacterium sp.,GH1,3.6040414012016297,1
26205,Paenibacillus polymyxa,GH1,3.72719395517451,1
26206,Atopobium parvulum,GH1,3.85293042104056,1
26207,Yersinia enterocolitica,GH1,3.2066163388761,1
26208,Mycoplasma fermentans,GH1,2.6551763257787,1
26209,Bacillus licheniformis,GH1,2.9216934811712,1
26210,Kribbella flavida,GH1,2.57475751184268,1
26211,Sebaldella termitidis,GH1,2.8999787863234103,1
26212,Vibrio campbellii,GH1,2.00306092804824,1
26213,Shigella boydii,GH2,4.46740066481724,1
26214,Bacteroides ovatus,GH2,2.54964609981325,1
26215,[Eubacterium] siraeum,GH2,5.2380596672519015,1
26216,Pedobacter heparinus,GH2,3.537943992320109,1
26217,Streptomyces bingchenggensis,GH2,2.54626192656466,1
26218,Shigella sonnei,GH2,4.50932433034907,1
26219,Thermotoga neapolitana,GH2,2.1948962941343,1
26220,Streptococcus thermophilus,GH2,3.2381812750938703,1
26221,Escherichia coli,GH2,4.951896640835541,1
26222,Rhizobium leguminosarum,GH2,2.7656644968592,1
26223,Thermotoga petrophila,GH2,1.9066184025601205,0
26224,Bacteroides fragilis,GH2,5.3304405525083,1
26225,Bifidobacterium bifidum,GH2,5.0138339650387005,1
26226,Lactobacillus paracasei,GH1,4.03996324087402,1
26227,Sorangium cellulosum,GH1,2.50258378723307,1
26228,Frankia sp.,GH2,2.89027335739317,1
26229,Bifidobacterium dentium,GH2,4.76672559141973,1
26230,Saccharophagus degradans,GH2,2.10550242228245,0
26231,Paenibacillus sp.,GH2,3.71630119162046,1
26232,Bacteroides thetaiotaomicron,GH2,5.6683591116453815,1
26233,Treponema denticola,GH2,4.10971906095181,1
26234,Clostridium saccharolyticum,GH2,5.0564901763394685,1
26235,Rhizobium etli,GH2,2.8013917811185403,1
26236,[Eubacterium] siraeum,GH2,5.2380596672519015,1
26237,Bacteroides fragilis,GH2,5.3304405525083,1
26238,Escherichia coli,GH2,4.951896640835541,1
26239,Zunongwangia profunda,GH2,3.4931793177685697,1
26240,Escherichia coli,GH1,4.951896640835541,1
26241,Clostridium acetobutylicum,GH1,1.97012823445052,0
26242,Streptococcus pneumoniae,GH1,3.8980096134335898,1
26243,Citrobacter rodentium,GH1,4.0072442770118,1
26244,Escherichia coli,GH2,4.951896640835541,1
26245,Prevotella ruminicola,GH2,4.4647447951226695,1
26246,Streptococcus pneumoniae,GH1,3.8980096134335898,1
26247,Shigella sonnei,GH1,4.50932433034907,1
26248,Bacillus velezensis,GH1,3.00759183073709,1
26249,Lactobacillus gasseri,GH1,2.45910772294242,1
26250,Shewanella violacea,GH2,2.2145050559343,1
26251,Rhizobium leguminosarum,GH2,2.7656644968592,1
26252,Escherichia coli,GH2,4.951896640835541,1
26253,Clavibacter michiganensis,GH2,3.01942261166098,1
26254,Rhizobium meliloti,GH2,2.88751945185931,1
26255,Escherichia coli,GH2,4.951896640835541,1
26256,Rothia mucilaginosa,GH1,4.34220427073048,1
26257,Thermoanaerobacter pseudethanolicus,GH1,3.37065589369722,1
26258,Geobacillus thermodenitrificans,GH2,3.27468628825594,1
26259,Yersinia pseudotuberculosis,GH2,3.27182073326526,1
26260,Streptococcus equi,GH1,3.49121082104918,1
26261,Vibrio antiquarius,GH1,1.64233150683675,1
26262,Nakamurella multipartita,GH1,2.61757467666433,1
26263,Lactobacillus amylovorus,GH1,4.65159310797398,1
26264,Chitinophaga pinensis,GH2,3.13218186064423,1
26265,Erwinia pyrifoliae,GH1,2.91797680755935,1
26266,Klebsiella oxytoca,GH1,2.7159116849064,1
26267,Citrobacter koseri,GH1,4.49522342533549,1
26268,Clostridium cellulovorans,GH1,4.29596725530513,1
26269,Escherichia coli,GH2,4.951896640835541,1
26270,Shigella flexneri,GH1,4.38421820190403,1
26271,Caldicellulosiruptor kristjanssonii,GH2,3.125858087166,1
26272,Paenibacillus polymyxa,GH2,3.72719395517451,1
26273,Escherichia coli,GH2,4.951896640835541,1
26274,Aeromonas hydrophila,GH2,3.1031220522334,1
26275,Pseudothermotoga lettingae,GH2,2.00306092804824,1
26276,Actinosynnema mirum,GH1,2.69871879128583,1
26277,Staphylococcus aureus,GH1,3.2538166819417103,1
26278,Pectobacterium carotovorum,GH1,3.14644261114384,1
26279,Alicyclobacillus acidocaldarius,GH1,3.38051102884005,1
26280,Thermotoga neapolitana,GH1,2.1948962941343,1
26281,Shewanella baltica,GH1,2.27325869503842,1
26282,Clavibacter michiganensis,GH1,3.01942261166098,1
26283,Caldicellulosiruptor obsidiansis,GH2,3.2322985078661604,1
26284,Rhizobium leguminosarum,GH2,2.7656644968592,1
26285,Streptococcus pneumoniae,GH1,3.8980096134335898,1
26286,Mycolicibacterium smegmatis,GH1,2.24842213775397,1
26287,Streptococcus pneumoniae,GH1,3.8980096134335898,1
26288,Dictyoglomus turgidum,GH1,2.6981981026454003,1
26289,Clostridium botulinum,GH1,4.05397480666556,1
26290,Bacillus subtilis,GH1,3.02064923105006,1
26291,Leuconostoc mesenteroides,GH1,4.40393892545684,1
26292,Deinococcus geothermalis,GH1,2.5287326529694303,1
26293,Rhizobium etli,GH2,2.8013917811185403,1
26294,Lactococcus lactis,GH1,4.5353188775982005,1
26295,Corynebacterium kroppenstedtii,GH1,2.74850644136162,1
26296,Bacillus pumilus,GH1,3.24867068188371,1
26297,Pectobacterium carotovorum,GH1,3.14644261114384,1
26298,Vibrio tasmaniensis,GH1,1.1399142828274,0
26299,[Ruminococcus] torques,GH1,5.49545959111035,1
26300,Aliivibrio salmonicida,GH1,2.32481868848684,1
26301,Zunongwangia profunda,GH30,3.4931793177685697,1
26302,Clostridioides difficile,GH1,5.0399653062844,1
26303,Mycolicibacterium smegmatis,GH1,2.24842213775397,1
26304,Roseobacter denitrificans,GH1,2.54283357728277,1
26305,Klebsiella pneumoniae,GH1,3.52749946072475,1
26306,Escherichia coli,GH1,4.951896640835541,1
26307,Streptococcus pyogenes,GH1,4.64590972834113,1
26308,Cronobacter turicensis,GH1,1.75620155025933,0
26309,Caldicellulosiruptor hydrothermalis,GH30,3.0839060662181,1
26310,Salmonella agona,GH30,3.5887480315113,1
26311,Acidimicrobium ferrooxidans,GH30,2.5579474207987403,1
26312,Streptosporangium roseum,GH2,2.7452359403686297,1
26313,Faecalibacterium prausnitzii,GH2,5.70310455655676,1
26314,Lactobacillus crispatus,GH1,3.9118347306094905,1
26315,Clostridioides difficile,GH1,5.0399653062844,1
26316,Cronobacter sakazakii,GH1,3.66391710192657,1
26317,Sorangium cellulosum,GH1,2.50258378723307,1
26318,Clostridium beijerinckii,GH1,4.1721923270502295,1
26319,uncultured bacterium,GH1,4.00635846339548,1
26320,Streptococcus pneumoniae,GH1,3.8980096134335898,1
26321,Kitasatospora setae,GH1,2.897849609087221,1
26322,Escherichia coli,GH2,4.951896640835541,1
26323,Shewanella piezotolerans,GH2,2.07124584635296,1
26324,Thermosipho africanus,GH2,2.11871883183128,0
26325,Bacteroides fragilis,GH2,5.3304405525083,1
26326,Faecalibacterium prausnitzii,GH2,5.70310455655676,1
26327,Shigella boydii,GH2,4.46740066481724,1
26328,Citrobacter freundii,GH2,2.75564232679752,1
26329,Lactococcus lactis,GH2,4.5353188775982005,1
26330,Paenibacillus polymyxa,GH1,3.72719395517451,1
26331,Streptomyces ambofaciens,GH1,2.5139691602838,1
26332,Enterococcus faecalis,GH1,4.49339211643988,1
26333,Streptomyces scabiei,GH2,2.58395741874664,1
26334,Blautia obeum,GH2,5.41829817977505,1
26335,Shewanella halifaxensis,GH2,1.93344510977603,0
26336,Escherichia coli,GH2,4.951896640835541,1
26337,Bacteroides fragilis,GH2,5.3304405525083,1
26338,Eubacterium eligens,GH2,5.232516295561268,1
26339,Lactobacillus plantarum,GH2,3.4832886780958905,1
26340,Streptococcus thermophilus,GH2,3.2381812750938703,1
26341,Shigella sonnei,GH2,4.50932433034907,1
26342,Escherichia coli,GH2,4.951896640835541,1
26343,Bacteroides xylanisolvens,CBM57,5.75584866860618,1
26344,Methylorubrum extorquens,CBM57,2.89049977945186,1
26345,Bacteroides xylanisolvens,CBM57,5.75584866860618,1
26346,Methylorubrum populi,CBM57,2.9384091667461605,1
26347,Zunongwangia profunda,GH2,3.4931793177685697,1
26348,Spirosoma linguale,GH2,3.53504920678062,1
26349,Streptomyces bingchenggensis,GH2,2.54626192656466,1
26350,Parabacteroides distasonis,GH2,5.50032629968351,1
26351,Streptococcus uberis,GH79,4.2091536391304,1
26352,Streptococcus pyogenes,GH1,4.64590972834113,1
26353,Streptococcus uberis,GH1,4.2091536391304,1
26354,Bacillus velezensis,GH1,3.00759183073709,1
26355,Lactobacillus johnsonii,GH1,3.82198804499448,1
26356,Rhodopseudomonas palustris,GH1,2.9869192115646803,1
26357,Prevotella ruminicola,GH2,4.4647447951226695,1
26358,Paenibacillus sp.,GH2,3.71630119162046,1
26359,Burkholderia lata,GH2,2.63378829647052,1
26360,Thermotoga neapolitana,GH2,2.1948962941343,1
26361,Bacteroides thetaiotaomicron,GH2,5.6683591116453815,1
26362,Rhodococcus jostii,GH2,2.7436114990081,1
26363,Klebsiella pneumoniae,GH2,3.52749946072475,1
26364,Streptococcus thermophilus,GH2,3.2381812750938703,1
26365,Halothermothrix orenii,GH2,3.32959685444176,1
26366,Porphyromonas gingivalis,GH2,4.20321558316002,1
26367,Streptococcus pneumoniae,GH2,3.8980096134335898,1
26368,Prevotella melaninogenica,GH2,4.645622238327031,1
26369,Shigella boydii,GH2,4.46740066481724,1
26370,Catenulispora acidiphila,GH2,2.8865341235953905,1
26371,Rhizobium leguminosarum,GH2,2.7656644968592,1
26372,Thermotoga naphthophila,GH2,2.30188335116755,1
26373,Porphyromonas gingivalis,GH2,4.20321558316002,1
26374,Rhizobium etli,GH2,2.8013917811185403,1
26375,Bacteroides fragilis,GH2,5.3304405525083,1
26376,Citrobacter koseri,GH2,4.49522342533549,1
26377,Faecalibacterium prausnitzii,GH2,5.70310455655676,1
26378,Parabacteroides distasonis,GH2,5.50032629968351,1
26379,Pseudoalteromonas atlantica,GH2,2.3419495330725297,1
26380,Listeria monocytogenes,GH1,2.65216206348982,1
26381,Mesoplasma florum,GH1,3.52674967225101,1
26382,Ruminococcus sp.,GH1,5.5246742932207,1
26383,Lactococcus lactis,GH1,4.5353188775982005,1
26384,Escherichia coli,GH2,4.951896640835541,1
26385,Prevotella ruminicola,GH2,4.4647447951226695,1
26386,Parabacteroides distasonis,GH2,5.50032629968351,1
26387,Vibrio antiquarius,GH2,1.64233150683675,1
26388,Streptococcus pneumoniae,GH1,3.8980096134335898,1
26389,Listeria monocytogenes,GH1,2.65216206348982,1
26390,Staphylococcus haemolyticus,GH1,3.18492570556548,1
26391,Burkholderia cenocepacia,GH2,2.6632988534707205,1
26392,Listeria welshimeri,GH1,3.16498709255384,1
26393,Oceanobacillus iheyensis,GH1,3.1883232183224304,1
26394,Escherichia coli,GH2,4.951896640835541,1
26395,Alistipes shahii,GH2,5.50700483183818,1
26396,Bifidobacterium dentium,GH2,4.76672559141973,1
26397,Coprococcus catus,GH2,5.20415723236205,1
26398,Xylella fastidiosa,GH2,2.313735638305109,1
26399,Beutenbergia cavernae,GH2,2.7427122192020805,1
26400,Escherichia coli,GH2,4.951896640835541,1
26401,Escherichia coli,GH2,4.951896640835541,1
26402,Clostridium perfringens,GH2,4.09243971490905,1
26403,Dickeya paradisiaca,GH1,3.0187193215555603,1
26404,Streptosporangium roseum,GH1,2.7452359403686297,1
26405,Streptococcus pneumoniae,GH1,3.8980096134335898,1
26406,Micromonospora aurantiaca,GH1,2.65674751315687,1
26407,Clostridium botulinum,GH30,4.05397480666556,1
26408,Flavobacterium johnsoniae,GH30,3.52515534105155,1
26409,Chitinophaga pinensis,GH30,3.13218186064423,1
26410,Streptomyces bingchenggensis,GH30,2.54626192656466,1
26411,Flavobacterium johnsoniae,GH30,3.52515534105155,1
26412,Streptomyces ambofaciens,GH30,2.5139691602838,1
26413,Bifidobacterium animalis,GH30,4.3260319423846205,1
26414,Bacteroides vulgatus,GH30,5.9811943271971,1
26415,Hungateiclostridium thermocellum,GH30,4.16124436304105,1
26416,Butyrivibrio proteoclasticus,GH30,4.21337592324907,1
26417,Streptomyces bingchenggensis,GH30,2.54626192656466,1
26418,Streptomyces scabiei,GH30,2.58395741874664,1
26419,Solibacter usitatus,GH30,3.69438217630694,1
26420,Pseudarthrobacter chlorophenolicus,GH30,2.7413600039242594,1
26421,Flavobacterium johnsoniae,GH30,3.52515534105155,1
26422,Cutibacterium acnes,GH1,3.52554168695363,1
26423,Geobacillus thermodenitrificans,GH1,3.27468628825594,1
26424,Lactobacillus crispatus,GH1,3.9118347306094905,1
26425,Bacteroides fragilis,GH30,5.3304405525083,1
26426,Exiguobacterium sibiricum,GH1,3.67713808089575,1
26427,Pseudarthrobacter chlorophenolicus,GH2,2.7413600039242594,1
26428,Listeria monocytogenes,GH1,2.65216206348982,1
26429,Xanthomonas campestris,GH30,2.8363215345072503,1
26430,Bacillus subtilis,GH30,3.02064923105006,1
26431,Bacteroides vulgatus,GH30,5.9811943271971,1
26432,Dickeya zeae,GH30,3.05858332003046,1
26433,Catenulispora acidiphila,GH30,2.8865341235953905,1
26434,Parabacteroides distasonis,GH30,5.50032629968351,1
26435,Cutibacterium acnes,GH2,3.52554168695363,1
26436,Escherichia coli,GH2,4.951896640835541,1
26437,Escherichia coli,GH2,4.951896640835541,1
26438,Solibacter usitatus,GH2,3.69438217630694,1
26439,Escherichia coli,GH2,4.951896640835541,1
26440,Capnocytophaga ochracea,GH2,3.16831196133327,1
26441,Enterobacter cloacae,GH2,2.1789256264175503,1
26442,Pantoea vagans,GH2,3.25252009365206,1
26443,Escherichia coli,GH2,4.951896640835541,1
26444,Bacteroides thetaiotaomicron,GH2,5.6683591116453815,1
26445,Escherichia coli,GH2,4.951896640835541,1
26446,Kineococcus radiotolerans,GH2,3.03645741994958,1
26447,Herpetosiphon aurantiacus,GH2,2.46721973706614,1
26448,Hungateiclostridium thermocellum,GH1,4.16124436304105,1
26449,Roseiflexus sp.,GH1,2.09240583754019,1
26450,Exiguobacterium sp.,GH1,3.6040414012016297,1
26451,Rhizobium leguminosarum,GH2,2.7656644968592,1
26452,Pseudoalteromonas atlantica,GH2,2.3419495330725297,1
26453,Capnocytophaga ochracea,GH2,3.16831196133327,1
26454,Bacteroides fragilis,GH2,5.3304405525083,1
26455,Paenarthrobacter aurescens,GH1,2.65457583669122,1
26456,Jonesia denitrificans,GH1,2.93633819016084,1
26457,Bifidobacterium animalis,GH2,4.3260319423846205,1
26458,Chitinophaga pinensis,GH2,3.13218186064423,1
26459,Escherichia coli,GH2,4.951896640835541,1
26460,Halanaerobium praevalens,GH2,3.10914822457602,1
26461,Bacteroides vulgatus,GH2,5.9811943271971,1
26462,Pseudoalteromonas atlantica,GH2,2.3419495330725297,1
26463,Mesoplasma florum,GH1,3.52674967225101,1
26464,Streptococcus mutans,GH1,4.02624930443224,1
26465,Streptomyces scabiei,GH1,2.58395741874664,1
26466,Rhodococcus erythropolis,GH1,4.01744103264997,1
26467,Pediococcus pentosaceus,GH1,3.7004506767350094,1
26468,Deinococcus geothermalis,CBM57,2.5287326529694303,1
26469,Lactobacillus paracasei,GH1,4.03996324087402,1
26470,Paenibacillus polymyxa,GH1,3.72719395517451,1
26471,Nocardioides sp.,GH1,2.5287326529694303,1
26472,Serratia proteamaculans,GH1,3.23130925643518,1
26473,Fusobacterium mortiferum,GH1,2.65216206348982,1
26474,Chromobacterium violaceum,GH1,3.65893770870063,1
26475,Streptococcus suis,GH1,4.75869111023251,1
26476,Halothermothrix orenii,GH1,3.32959685444176,1
26477,Sanguibacter keddieii,GH1,2.85570130833601,1
26478,Escherichia fergusonii,GH1,4.30102444441487,1
26479,Lactobacillus sakei,GH1,3.9063651650561,1
26480,Sinorhizobium fredii,GH1,2.85322506594168,1
26481,Kitasatospora setae,GH1,2.897849609087221,1
26482,Listeria welshimeri,GH1,3.16498709255384,1
26483,Lactobacillus casei,GH1,4.054150519211641,1
26484,Lactobacillus johnsonii,GH1,3.82198804499448,1
26485,Lactobacillus amylovorus,GH1,4.65159310797398,1
26486,Dickeya dadantii,GH2,3.17305321355402,1
26487,Chitinophaga pinensis,GH2,3.13218186064423,1
26488,Rhizobium etli,GH2,2.8013917811185403,1
26489,Bacteroides xylanisolvens,GH2,5.75584866860618,1
26490,Escherichia coli,GH2,4.951896640835541,1
26491,Koribacter versatilis,GH2,2.8713096971713297,1
26492,Shigella sonnei,GH2,4.50932433034907,1
26493,Bacteroides fragilis,GH2,5.3304405525083,1
26494,Saccharophagus degradans,GH2,2.10550242228245,0
26495,Clavibacter michiganensis,GH2,3.01942261166098,1
26496,Herpetosiphon aurantiacus,GH2,2.46721973706614,1
26497,Agrobacterium radiobacter,GH1,2.77307739788969,1
26498,Caulobacter segnis,GH2,2.1633704778562097,1
26499,Syntrophobacter fumaroxidans,GH2,3.0958575103435404,1
26500,Parabacteroides distasonis,GH2,5.50032629968351,1
26501,Bacillus licheniformis,GH1,2.9216934811712,1
26502,Geobacillus kaustophilus,GH1,3.17679924879712,1
26503,Bacteroides vulgatus,GH2,5.9811943271971,1
26504,Chitinophaga pinensis,GH2,3.13218186064423,1
26505,Cutibacterium acnes,GH2,3.52554168695363,1
26506,Saccharophagus degradans,GH2,2.10550242228245,0
26507,Streptococcus pyogenes,GH2,4.64590972834113,1
26508,Bacteroides xylanisolvens,GH2,5.75584866860618,1
26509,Escherichia coli,GH2,4.951896640835541,1
26510,Escherichia coli,GH1,4.951896640835541,1
26511,Shewanella violacea,GH1,2.2145050559343,1
26512,Stigmatella aurantiaca,GH1,2.897849609087221,1
26513,Clostridium perfringens,GH1,4.09243971490905,1
26514,Klebsiella pneumoniae,GH1,3.52749946072475,1
26515,Shigella dysenteriae,GH2,4.38956589949009,1
26516,Shigella sonnei,GH2,4.50932433034907,1
26517,Bacillus clausii,GH1,3.12221444682512,1
26518,Streptococcus pneumoniae,GH1,3.8980096134335898,1
26519,Lactobacillus plantarum,GH1,3.4832886780958905,1
26520,Micromonospora aurantiaca,GH1,2.65674751315687,1
26521,Lactobacillus plantarum,GH1,3.4832886780958905,1
26522,Methylococcus capsulatus,GH1,2.92045983937029,1
26523,Clostridium beijerinckii,GH1,4.1721923270502295,1
26524,Sodalis glossinidius,GH1,3.63934900808927,1
26525,Streptococcus dysgalactiae,GH1,3.64352502583433,1
26526,Rhodoferax ferrireducens,GH1,2.97610080853971,1
26527,Ruminiclostridium cellulolyticum,GH1,4.26150962751106,1
26528,Streptococcus pneumoniae,GH1,3.8980096134335898,1
26529,Hungateiclostridium thermocellum,GH1,4.16124436304105,1
26530,Spiroplasma citri,GH1,1.09305429264814,1
26531,Lactococcus lactis,GH1,4.5353188775982005,1
26532,Mesoplasma florum,GH1,3.52674967225101,1
26533,Mesoplasma florum,GH1,3.52674967225101,1
26534,Lactobacillus johnsonii,GH1,3.82198804499448,1
26535,Lactobacillus paracasei,GH1,4.03996324087402,1
26536,Salmonella agona,GH1,3.5887480315113,1
26537,Clostridium saccharolyticum,GH1,5.0564901763394685,1
26538,Lactobacillus crispatus,GH1,3.9118347306094905,1
26539,Clostridium botulinum,GH1,4.05397480666556,1
26540,Klebsiella pneumoniae,GH1,3.52749946072475,1
26541,Lactobacillus johnsonii,GH1,3.82198804499448,1
26542,Klebsiella pneumoniae,GH1,3.52749946072475,1
26543,Thermodesulfovibrio yellowstonii,GH1,2.86360868796628,1
26544,Streptococcus pneumoniae,GH1,3.8980096134335898,1
26545,Saccharophagus degradans,GH30,2.10550242228245,0
26546,Salmonella typhimurium,GH30,3.27867560719618,1
26547,Dyadobacter fermentans,GH30,3.41798356307307,1
26548,Catenulispora acidiphila,GH30,2.8865341235953905,1
26549,Paludibacter propionicigenes,GH30,3.91016074253106,1
26550,Cytophaga hutchinsonii,GH30,3.43861474475756,1
26551,Clostridium botulinum,GH1,4.05397480666556,1
26552,Escherichia coli,GH2,4.951896640835541,1
26553,Thermotoga petrophila,GH2,1.9066184025601205,0
26554,Escherichia fergusonii,GH2,4.30102444441487,1
26555,Caldicellulosiruptor owensensis,GH2,3.1050775947591096,1
26556,Paenibacillus sp.,GH30,3.71630119162046,1
26557,Tolumonas auensis,GH1,3.24843799061678,1
26558,Enterococcus faecium,GH2,2.8017616266510803,1
26559,Streptococcus suis,GH2,4.75869111023251,1
26560,Alistipes shahii,GH2,5.50700483183818,1
26561,Escherichia coli,GH2,4.951896640835541,1
26562,Bacteroides vulgatus,GH2,5.9811943271971,1
26563,Thermotoga neapolitana,GH2,2.1948962941343,1
26564,Bacteroides thetaiotaomicron,GH2,5.6683591116453815,1
26565,Pantoea ananatis,GH1,3.1966861500678,1
26566,Escherichia coli,GH1,4.951896640835541,1
26567,Vibrio vulnificus,GH1,1.6258698866676202,0
26568,Lactobacillus crispatus,GH1,3.9118347306094905,1
26569,Zunongwangia profunda,GH2,3.4931793177685697,1
26570,Caldicellulosiruptor hydrothermalis,GH2,3.0839060662181,1
26571,Spirosoma linguale,GH2,3.53504920678062,1
26572,Escherichia coli,GH2,4.951896640835541,1
26573,Thermotoga maritima,GH2,2.48195620100723,1
26574,Ruminococcus sp.,GH2,5.5246742932207,1
26575,Fibrobacter succinogenes,GH2,3.40359112339068,1
26576,Escherichia coli,GH2,4.951896640835541,1
26577,Bacteroides vulgatus,GH2,5.9811943271971,1
26578,Faecalibacterium prausnitzii,GH2,5.70310455655676,1
26579,Burkholderia pseudomallei,GH2,3.9321976701050496,1
26580,Shigella boydii,GH2,4.46740066481724,1
26581,Escherichia coli,GH2,4.951896640835541,1
26582,Beutenbergia cavernae,CBM57,2.7427122192020805,1
26583,Rhodothermus marinus,GH2,2.50252931146558,1
26584,Gramella forsetii,GH2,3.3118484505669703,1
26585,Flavobacterium johnsoniae,GH2,3.52515534105155,1
26586,Rhodococcus opacus,GH2,2.69134686659395,1
26587,Bacteroides xylanisolvens,GH2,5.75584866860618,1
26588,Thermoanaerobacter italicus,GH2,3.17619519930224,1
26589,Bacillus pumilus,GH1,3.24867068188371,1
26590,Novosphingobium aromaticivorans,GH1,0.7665646972674259,0
26591,Streptococcus pneumoniae,GH1,3.8980096134335898,1
26592,Phenylobacterium zucineum,GH1,2.8981166034901897,1
26593,Lactobacillus plantarum,GH1,3.4832886780958905,1
26594,Cronobacter sakazakii,GH2,3.66391710192657,1
26595,Parabacteroides distasonis,GH2,5.50032629968351,1
26596,Shigella dysenteriae,GH2,4.38956589949009,1
26597,Bacteroides xylanisolvens,GH2,5.75584866860618,1
26598,Halanaerobium hydrogeniformans,GH2,3.44230573458792,1
26599,Vibrio campbellii,GH2,2.00306092804824,1
26600,Escherichia coli,GH2,4.951896640835541,1
26601,Brachybacterium faecium,GH2,2.32273342410733,1
26602,Aliivibrio fischeri,GH2,2.14897601291706,1
26603,Tolumonas auensis,GH2,3.24843799061678,1
26604,Listeria welshimeri,GH1,3.16498709255384,1
26605,Capnocytophaga ochracea,GH2,3.16831196133327,1
26606,Paenibacillus sp.,GH2,3.71630119162046,1
26607,Streptomyces bingchenggensis,GH2,2.54626192656466,1
26608,Bacillus velezensis,GH1,3.00759183073709,1
26609,Olsenella uli,GH1,4.21150670845892,1
26610,Bifidobacterium animalis,GH1,4.3260319423846205,1
26611,Cronobacter sakazakii,GH1,3.66391710192657,1
26612,Escherichia fergusonii,GH1,4.30102444441487,1
26613,Lactococcus lactis,GH1,4.5353188775982005,1
26614,Roseburia intestinalis,GH2,5.494855325243268,1
26615,Bacillus halodurans,GH1,3.3823162016370296,1
26616,Escherichia coli,GH1,4.951896640835541,1
26617,Salmonella gallinarum,GH1,3.38467302358042,1
26618,Pantoea ananatis,GH1,3.1966861500678,1
26619,Streptococcus equi,GH1,3.49121082104918,1
26620,Kosmotoga olearia,GH1,2.48323503828195,1
26621,Streptococcus suis,GH1,4.75869111023251,1
26622,Corynebacterium kroppenstedtii,GH1,2.74850644136162,1
26623,Thermosipho africanus,GH1,2.11871883183128,0
26624,Rhodobacter sphaeroides,GH1,2.42388557621298,1
26625,Escherichia coli,GH2,4.951896640835541,1
26626,Xanthomonas axonopodis,GH2,1.90226110578444,1
26627,Halothermothrix orenii,GH2,3.32959685444176,1
26628,Roseburia intestinalis,GH2,5.494855325243268,1
26629,Caldicellulosiruptor bescii,GH2,3.125737390813589,1
26630,Enterobacter sp.,GH2,4.15664583602409,1
26631,Shigella flexneri,GH2,4.38421820190403,1
26632,Salmonella choleraesuis,GH1,3.39968317192766,1
26633,Enterobacter sp.,GH1,4.15664583602409,1
26634,Escherichia coli,GH2,4.951896640835541,1
26635,Enterococcus faecium,GH2,2.8017616266510803,1
26636,Bifidobacterium breve,GH2,4.5510137115422005,1
26637,Bacteroides thetaiotaomicron,GH2,5.6683591116453815,1
26638,Thermotoga maritima,GH2,2.48195620100723,1
26639,Escherichia coli,GH1,4.951896640835541,1
26640,Streptococcus suis,GH1,4.75869111023251,1
26641,Lactococcus lactis,GH1,4.5353188775982005,1
26642,Paenibacillus polymyxa,GH2,3.72719395517451,1
26643,Blautia obeum,GH2,5.41829817977505,1
26644,Sebaldella termitidis,GH1,2.8999787863234103,1
26645,Streptococcus sanguinis,GH1,4.26066005904769,1
26646,Geobacillus thermodenitrificans,GH1,3.27468628825594,1
26647,Lactobacillus plantarum,GH1,3.4832886780958905,1
26648,Lactococcus lactis,GH1,4.5353188775982005,1
26649,Streptobacillus moniliformis,GH1,3.4961229147361403,1
26650,Coprococcus sp.,GH1,5.41684591541027,1
26651,Treponema denticola,GH1,4.10971906095181,1
26652,Bradyrhizobium sp.,GH1,2.9197171442817904,1
26653,Conexibacter woesei,GH1,2.9921799492336603,1
26654,Agrobacterium vitis,GH1,2.8615005231949704,1
26655,Tolumonas auensis,GH1,3.24843799061678,1
26656,Halanaerobium hydrogeniformans,GH1,3.44230573458792,1
